Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 21,18,25,07.658,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,08.059,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,08.461,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,08.862,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,09.264,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,09.665,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,10.067,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,10.468,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,10.870,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,11.171,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,11.573,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,11.975,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,12.376,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,12.778,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,13.179,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,13.581,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,13.982,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,14.384,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,14.785,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,15.187,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,15.588,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,15.990,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,16.392,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,16.793,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,17.195,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,17.596,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,17.998,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,18.399,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,18.801,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,19.202,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,19.604,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,20.006,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,20.407,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,20.809,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,21.210,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,21.612,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,22.013,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,22.415,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,22.816,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,23.218,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,23.619,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,24.021,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,24.423,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,24.824,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,25.226,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,25.627,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,26.029,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,26.430,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,26.832,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,27.233,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,27.635,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,28.037,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,28.438,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,28.840,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,29.241,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,29.643,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,30.044,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,30.446,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,30.847,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,31.249,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,31.650,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,31.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,32.354,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,32.755,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,33.157,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,33.558,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,33.960,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,34.361,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,34.763,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,35.164,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,35.566,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,35.967,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,36.369,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,36.771,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,37.172,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,37.574,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,37.975,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,38.377,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,38.778,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,39.180,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,39.581,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,39.983,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,40.384,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,40.786,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,41.188,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,41.589,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,41.991,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,42.392,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,42.794,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,43.195,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,43.597,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,43.998,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,44.400,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,44.802,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,45.203,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,45.605,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,46.006,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,46.408,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,46.809,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,47.211,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,47.612,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,47.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,48.046,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,48.447,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,48.849,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,49.320,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,50.022,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,50.423,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,50.825,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,51.226,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,51.628,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,52.029,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,52.431,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,52.833,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,53.134,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,53.536,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,53.937,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,54.339,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,54.740,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,55.142,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,55.543,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,55.945,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,56.346,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,56.748,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,57.150,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,57.551,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,57.953,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,58.354,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,58.756,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,59.157,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,59.559,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,59.960,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,00.362,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,00.764,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,01.165,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,01.567,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,01.968,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,02.370,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,02.771,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,03.173,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,03.574,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,03.976,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,04.378,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,04.779,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,05.181,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,05.582,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,05.984,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,06.385,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,06.787,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,07.189,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,07.590,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,07.992,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,08.393,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,08.795,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,09.196,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,09.598,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,09.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,10.401,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,10.803,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,11.204,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,11.606,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,12.007,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,12.409,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,12.810,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,13.212,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,13.613,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,13.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,14.317,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,14.718,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,15.120,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,15.521,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,15.923,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,16.324,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,16.726,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,17.127,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,17.529,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,17.931,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,18.332,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,18.734,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,19.135,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,19.537,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,19.938,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,20.340,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,20.741,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,21.143,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,21.545,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,21.946,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,22.348,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,22.749,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,23.151,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,23.552,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,23.954,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,24.355,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,24.757,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,25.159,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,25.560,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,25.962,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,26.363,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,26.765,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,27.166,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,27.568,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,27.969,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,28.371,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,28.773,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,29.174,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,29.576,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,29.977,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,30.379,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,30.780,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,31.182,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,31.583,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,31.985,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,32.387,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,32.788,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,33.190,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,33.591,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,33.993,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,34.394,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,34.796,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,35.097,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,35.499,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,35.901,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,36.302,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,36.704,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,37.105,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,37.507,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,37.908,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,38.310,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,38.712,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,39.113,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,39.515,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,39.916,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,40.318,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,40.719,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,41.121,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,41.522,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,41.924,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,42.326,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,42.727,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,43.129,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,43.530,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,43.932,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,44.333,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,44.735,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,45.136,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,45.538,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,45.940,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,46.341,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,46.743,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,47.144,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,47.546,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,47.947,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,48.349,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,48.750,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,49.152,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,49.554,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,49.955,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,49.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,50.277,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,50.679,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,51.161,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,51.563,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,52.365,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,52.766,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,53.168,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,53.569,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,53.971,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,54.372,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,54.774,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,55.175,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,55.577,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,55.979,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,56.280,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,56.682,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,57.083,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,57.485,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,57.886,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,58.288,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,58.690,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,59.091,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,59.493,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,26,59.894,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,00.296,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,00.697,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,01.099,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,01.500,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,01.902,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,02.304,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,02.705,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,03.107,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,03.508,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,03.910,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,04.311,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,04.713,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,05.114,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,05.516,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,05.918,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,06.319,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,06.721,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,07.122,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,07.524,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,07.925,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,08.327,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,08.729,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,09.130,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,09.532,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,09.933,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,10.335,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,10.736,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,11.138,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,11.539,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,11.941,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,12.343,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,12.744,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,13.146,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,13.547,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,13.949,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,14.350,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,14.752,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,15.154,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,15.555,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,15.957,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,16.358,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,16.760,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,17.061,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,17.463,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,17.864,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,18.266,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,18.668,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,19.069,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,19.471,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,19.872,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,20.274,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,20.675,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,21.077,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,21.479,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,21.880,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,22.282,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,22.683,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,23.085,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,23.486,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,23.888,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,24.289,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,24.691,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,25.093,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,25.494,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,25.896,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,27,26.297,TX-60, OK, Auto, Normal, R, =
